skill_id,domain,layer,category_id,category_name,confidence,source_path,line_start,rule_id,matched_text,declaration_atomic_ids,implementation_atomic_ids
playwriter,Dom-11,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,80,decl.atomic_capability.x7,"- Announce destructive UI actions before running them.
- When capturing logs, redact sensitive tokens/user data in summaries.","Q1,Q4,X7,X8","R1,X8"
podium-core-workflow-a,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(curl:*), Grep","A4,Q3,R7,X1,X7,X8",
podium-hello-world,Dom-10,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(curl:*), Grep","Q1,Q3,R7,W2,X1,X7,X8",
popup-cro,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,20,decl.atomic_capability.g1,"Before providing recommendations, understand:","G1,Q1,Q3,Q4,R7","G1,G2,Q4,W3"
posthog-rate-limits,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,19,decl.atomic_capability.o3,"PostHog rate limits apply to private API endpoints authenticated with a personal API key (`phx_...`). Public capture endpoints (`/capture/`, `/batch/`, `/decide/`) are **not** rate limited. Understanding which endpoints have limits is critical to avoiding 429 errors.","A5,A7,I4,O3,O4,Q1,R7,R8",
power-bi-report-design-consultation,Dom-9,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,198,decl.atomic_capability.o4,"✅ Clear visual indication of applied filters
✅ Reset/clear all options","G1,O4,Q1,Q2,Q4,R1",
presentation-slide-outliner,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","G1,X1",
processing-computer-vision-tasks,Dom-8,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Grep, Glob, Bash(cmd:*)","G1,Q1,Q4,R1,X1","G1,G4,Q4,R10,R9,X1,X6"
product-manager-toolkit,,declaration,tier_2,Tier 2: 交互通信层,high,SKILL.md,214,decl.atomic_capability.c2,"User Dashboard Redesign,5000,high,high,l,Complete redesign
Mobile Push Notifications,10000,massive,medium,m,Add push support
Dark Mode,8000,medium,high,s,Dark theme option","A3,A5,C2,G1,G2,I3,Q2,Q3,Q4,R1,R7,R8","A2,C2,G1,G2,I4,Q2,Q3,Q4,R1,R10,R5,R8,X5,X6"
professional-communication,Dom-9,declaration,tier_3,Tier 3: 环境管控层,medium,references/email-templates.md,273,decl.atomic_capability.o4,"1. **Personalize** - Don't send templates verbatim; adapt to context and relationship
2. **Delete irrelevant sections** - If you don't have blockers, don't include a blockers section
3. **Match formality to relationship** - Adjust tone based on how well you know the recipient","A3,A4,A5,C5,G1,G2,I3,O4,Q1,Q3,Q4,R7,R8,W2,X3,X8","A2,A4,C5,G1,G2,I4,O4,Q3,Q4,R8,W2,X3,X5"
pushbullet-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
pydicom,Dom-11,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,29,decl.atomic_capability.x4,"```bash
uv pip install pydicom
uv pip install pillow  # For image format conversion","G1,I3,Q1,R1,R7,R8,X4","Q4,R10,R5,U2,X4,X6"
pyopenms,Dom-1,declaration,tier_3,Tier 3: 环境管控层,high,references/data_structures.md,10,decl.atomic_capability.x3,Container for complete LC-MS experiment data (spectra and chromatograms).,"G1,G3,Q1,Q2,Q4,R1,R7,R8,R9,X3,X4","G1,Q2,Q4,R10,U2,X3"
python-expert,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,AGENTS.md,194,decl.atomic_capability.x2,"List comprehensions are more concise, readable to experienced Pythonistas, and generally faster than equivalent `for` loops because they are optimized in the CPython interpreter.","G1,Q1,Q3,R1,R7,X2,X3","G1,I4,Q4,R5,X6"
qdrant,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,34,decl.atomic_capability.o3,"- **Chroma**: Simpler setup, embedded use cases
- **FAISS**: Maximum raw speed, research/batch processing
- **Pinecone**: Fully managed, zero ops preferred","A7,G1,K5,O3,Q1,Q4,R1,R7,R8,R9,W2,X3,X4,X7,X8","A5,G5,I4,Q1,Q4,W1,W3,X1,X3,X4,X5,X8"
quality-manager-qmr,,declaration,tier_4,Tier 4: 代理协同层,high,SKILL.md,171,decl.atomic_capability.a5,"### Quality Key Performance Indicators (KPIs)
Monitor comprehensive quality performance metrics ensuring quality excellence and regulatory compliance.","A5,G1,Q4,R7",O4
rag-qdrant,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,34,decl.atomic_capability.o3,"- **Chroma**: Simpler setup, embedded use cases
- **FAISS**: Maximum raw speed, research/batch processing
- **Pinecone**: Fully managed, zero ops preferred","A7,G1,K5,O3,Q1,Q4,R1,R7,R8,R9,W2,X3,X4,X7,X8","A5,G5,I4,Q1,Q4,W1,W3,X1,X3,X4,X5,X8"
recallai-automation,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
recap,Dom-7,declaration,tier_1,Tier 1: 资源感知层,medium,SKILL.md,18,decl.atomic_capability.q1,"2. **Fetch summary data.** Call the `query` MCP tool with `compare: ""prior_period""`:
   ```json","A4,I3,Q1",
recipe-forward-labeled-emails,Dom-14,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,1,decl.atomic_capability.r8,"description: ""Find Gmail messages with a specific label and forward them to another address.""","Q1,Q3,R8",
recipe-label-and-archive-emails,Dom-14,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.o4,name: recipe-label-and-archive-emails,"O4,Q1,Q3,R8",
recipe-send-team-announcement,Dom-10,declaration,tier_2,Tier 2: 交互通信层,medium,SKILL.md,24,decl.atomic_capability.c3,"1. Send email: `gws gmail +send --to team@company.com --subject 'Important Update' --body 'Please review the attached policy changes.'`
2. Post in Chat: `gws chat +send --space spaces/TEAM_SPACE --text '📢 Important Update: Please check your email for policy changes.'`","C3,Q3,R8",
red-team,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,179,decl.atomic_capability.x1,"| Credential Access | LSASS memory access triggers EDR | Use LSASS-less techniques (DCSync, Kerberoasting) where possible |
| Execution | PowerShell command-line logging | Use AMSI bypass or alternative execution methods in scope |
| Lateral Movement | NTLM lateral movement generates event 4624 type 3 | Use Kerberos where possible; avoid NTLM over the network |","A3,A4,G1,I3,Q1,Q3,Q4,R7,X1,X3,X5,X8","A2,G1,I4,Q1,Q2,Q3,Q4,R10,R4,X7"
regression-analysis-tool,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.g1,name: performing-regression-analysis,G1,
remote-browser,Dom-11,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,89,decl.atomic_capability.o4,"browser-use python --vars                 # Show defined variables
browser-use python --reset                # Clear namespace","A7,I3,O4,Q1,Q2,R1,R4,R8,U1,U2,X1",
remove-bg-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
replit-load-scale,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npx:*), Bash(curl:*)","G1,Q2,R7,R8,X1,X3,X8",
research-grants,Dom-2,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,allowed-tools: Read Write Edit Bash,"A4,A5,G1,G2,G3,I3,I4,O3,Q1,Q2,Q3,Q4,R1,R4,R7,R8,S4,X1,X7,X8","A2,A4,A5,G1,G2,G5,I4,K4,O4,Q1,Q3,Q4,R1,R10,R4,R5,S4,U1,U2,W1,W3,X1,X4,X5,X6,X7,X8"
research-ops,Dom-3,declaration,tier_4,Tier 4: 代理协同层,high,SKILL.md,27,decl.atomic_capability.a5,"- the user already supplied evidence and wants it factored into a fresh recommendation
- the task may be recurring enough that it should become a monitor instead of a one-off lookup","A5,G1,Q1,Q4,R7",
retellai-enterprise-rbac,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(curl:*), Grep","A7,I4,Q1,R7,X1,X8","I4,X8"
retention-calculator,Dom-7,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","G1,X1",
review-docs,Dom-13,declaration,tier_1,Tier 1: 资源感知层,medium,SKILL.md,33,decl.atomic_capability.q1,Files: [list],"Q1,R1,R7",
risk-assessment-creator,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*)""","G1,X1",
risk-management-specialist,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,254,decl.atomic_capability.k4,"| 1 | Inherent Safety | Eliminate hazard, fail-safe design | Highest |
| 2 | Protective Measures | Guards, alarms, automatic shutdown | High |
| 3 | Information | Warnings, training, IFU | Lower |","A5,G1,I3,K4,Q1,Q2,Q3,Q4,R1,R7","A2,A5,G1,Q2,Q3,Q4,R10,R5,U2"
salesforce-advanced-troubleshooting,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,122,decl.atomic_capability.o3,"// 1. Multiple processes update the same record simultaneously
// 2. Bulk operations trigger cascading updates via triggers/flows
// 3. Parent record locked by child DML (implicit lock)","A5,G1,O3,O4,Q1,Q2,R1,R7,W2,X1,X8",
scanning-accessibility,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Grep, Glob, Bash(test:a11y-*)","G1,I3,Q3,R1,R7,R8,X1","G1,Q3,Q4,U4"
scanning-input-validation-practices,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Grep, Glob, Bash(security:*), Bash(scan:*), Bash(audit:*)""","G1,I3,Q1,Q4,R1,X1,X5","G1,I4,R1,R5,R9,X1,X2,X7,X8"
scanpy,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,263,decl.atomic_capability.o3,### Batch Correction,"G1,G3,O3,Q1,Q2,R1,R7","G1,G5,Q2,Q4,R5"
scientific-writing,Dom-1,declaration,tier_3,Tier 3: 环境管控层,high,references/writing_principles.md,107,decl.atomic_capability.o4,"| ""in order to"" | ""to"" |
| ""it is important to note that"" | [delete] |
| ""a total of 50 participants"" | ""50 participants"" |","A5,G1,G2,I3,O3,O4,Q1,Q2,Q3,Q4,R1,R7,R8,R9,U1,X1","A2,A5,C1,G1,G2,G5,I4,O4,Q1,Q3,Q4,R1,R10,R5,R8,U1,U2,W1,W3,X1,X4,X5,X6,X7,X8"
scrape,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x7,description: Scrape any webpage as clean markdown via Bright Data Web Unlocker API. Bypasses bot detection and CAPTCHA. Requires BRIGHTDATA_API_KEY and BRIGHTDATA_UNLOCKER_ZONE environment variables.,"I4,W1,X7,X8","G1,I4,X8"
scrape-do-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
scrapling,Dom-4,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,131,decl.atomic_capability.o4,### POST / PUT / DELETE,"O3,O4,Q1,R8,S3,X4,X8",
screenshot-feature-extractor,,declaration,tier_3,Tier 3: 环境管控层,medium,references/output-format.md,41,decl.atomic_capability.x7,"### Bad (包含技术实现 - 避免)
- [ ] 使用 JWT Token 实现登录态管理
- [ ] 集成 WebSocket 实现实时通信","C5,G1,G3,O3,Q1,R7,U1,X7","C5,G1,X5"
search-to-slack,Dom-16,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(curl:*), Glob, Grep, WebSearch, WebFetch","A3,A4,G1,I3,Q1,R8,X1,X8",
securitytrails-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
segment-anything,Dom-8,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,115,decl.atomic_capability.o3,"image = Image.open(""image.jpg"")
input_points = [[[450, 600]]]  # Batch of points","O3,Q1,Q2,R1,R6,R7,R8,R9,X4,X8","G1,G5,Q2,R1,R5,R9,U2,W3,X1,X2,X4,X6,X8"
semrush-automation,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,48,decl.atomic_capability.o3,### 2. Keyword Overview and Batch Analysis,"A3,G1,O3,Q1,Q4,R1,R7",
sendbird-automation,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
senior-computer-vision,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,114,decl.atomic_capability.o3,"--epochs 100 \
    --batch 16 \
    --imgsz 640 \","A3,G1,I3,O3,Q1,Q2,Q4,R1,R7,R8,R9,S1,X7","C1,G1,G2,G5,Q1,Q2,Q4,R1,R10,R5,R9,S1,S7,U2,X1,X4,X6"
sentry-advanced-troubleshooting,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Grep, Bash(node:*), Bash(npm:*), Bash(npx:*), Bash(curl:*), Bash(sentry-cli:*), Bash(dig:*)","A5,Q1,R7,X1,X4,X8","Q1,Q4,U2,X1,X7,X8"
sentry-javascript-bugs,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,references/api-response-handling.md,68,decl.atomic_capability.o4,"- [ ] Does the API client handle 200 responses with empty bodies?
- [ ] Are mutation endpoints (PUT, POST, DELETE) handling 402, 409, 422 status codes?
- [ ] Is `UndefinedResponseBodyError` caught and handled gracefully?","I3,O4,Q1,Q4,R1,R7,X1,X7","O4,X1"
seo,Dom-16,declaration,tier_4,Tier 4: 代理协同层,high,SKILL.md,491,decl.atomic_capability.a5,"- [ ] Update sitemap when content changes
- [ ] Monitor ranking changes
- [ ] Check for broken links","A3,A5,G1,Q1,Q3,R7",
seo-optimizer,Dom-1,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.g1,"description: Search Engine Optimization specialist for content strategy, technical SEO, keyword research, and ranking improvements. Use when optimizing website content, improving search rankings, conducting keyword analysis, or implementing SEO best practices. Expert in on-page SEO, meta tags, schema markup, and Core Web Vitals.","G1,Q1,Q2,Q4,R1",
serpapi-deploy-integration,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(vercel:*), Bash(fly:*), Bash(gcloud:*)","A4,I4,Q1,R7,X1,X7",
serpapi-prod-checklist,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Bash(curl:*), Grep","A7,I4,O4,Q1,X1,X7,X8",
serpapi-sdk-patterns,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,19,decl.atomic_capability.o4,"Production patterns for SerpApi: typed result interfaces, response caching (critical since each search costs credits), multi-engine abstraction, and async search with the Searches Archive API.","O4,Q1,R8",
shadcn-ui,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,74,decl.atomic_capability.o4,"<Button variant=""default"">Default</Button>
<Button variant=""destructive"" size=""sm"">Delete</Button>
<Button variant=""outline"" disabled>Loading...</Button>","O4,Q1,Q2,Q3,R1,R7,X1,X3,X4,X8","G1,G2,I4,K2,O4,Q3,Q4,R1,W1,W3,X1,X3,X4,X7,X8"
ship-learn-next,Dom-9,declaration,tier_1,Tier 1: 资源感知层,medium,SKILL.md,54,decl.atomic_capability.q1,"- Summarize everything (focus on actionable parts)
- List theory without application
- Include ""nice to know"" vs ""need to practice""","A5,Q1,Q3,Q4",
shopify-rate-limits,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,83,decl.atomic_capability.o3,### Queue-Based Bulk Operations,"A7,G1,I3,O3,Q1,R7,X7,X8","A7,X8"
skill-creator,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,65,decl.atomic_capability.o3,"The skill creator is liable to be used by people across a wide range of familiarity with coding jargon. If you haven't heard (and how could you, it's only very recently that it started), there's a trend now where the power of Claude is inspiring plumbers to open up their terminals, parents and grandparents to google ""how to install npm"". On the other hand, the bulk of users are probably fairly com","A4,G1,G2,G3,I3,O3,O4,Q1,Q2,Q3,Q4,R1,R2,R7,R9,X1,X6,X7,X8","A5,G1,G3,G4,I4,Q1,Q2,Q3,Q4,R1,R10,R5,R9,U2,X1,X3,X6,X7,X8"
skill-share,Dom-7,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,28,decl.atomic_capability.r7,"- Creates properly structured skill directories with SKILL.md
- Generates standardized scripts/, references/, and assets/ directories
- Auto-generates YAML frontmatter with required metadata","G1,R7,R8",
skyvern,Dom-11,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x4,"description: ""AI-powered browser automation — navigate sites, fill forms, extract structured data, log in with stored credentials, and build reusable multi-step workflows using natural language. Install: pip install skyvern && skyvern setup""","C2,I4,Q3,R7,R8,U1,U2,X4",
smtp-penetration-testing,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,12,decl.atomic_capability.g1,"Conduct comprehensive security assessments of SMTP (Simple Mail Transfer Protocol) servers to identify vulnerabilities including open relays, user enumeration, weak authentication, and misconfiguration. This skill covers banner grabbing, user enumeration techniques, relay testing, brute force attacks, and security hardening recommendations.","G1,Q1,Q3,R1,R8,R9",
speak-core-workflow-b,Dom-8,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Grep","A3,A7,G1,Q1,R1,R7,S2,X1","G1,Q1,R10"
speak-data-handling,Dom-14,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(curl:*), Grep","A7,I4,R7,X1,X8","A3,G1,K4,O4,Q1"
speech-to-text,Dom-8,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"description: ""Transcribe audio to text with ElevenLabs Scribe and Whisper models via inference.sh CLI. Models: ElevenLabs Scribe v2 (98%+ accuracy, diarization), Fast Whisper Large V3, Whisper V3 Large. Capabilities: transcription, translation, multi-language, timestamps, speaker diarization, audio event tagging. Use for: meeting transcription, subtitles, podcast transcripts, voice notes. Triggers","Q1,R1,R7,R8,X1,X8",
ssh-key-manager,Dom-15,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","G1,X1,X3,X8",
sslmate-cert-spotter-api-automation,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
statistical-significance-calculator,Dom-1,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","G1,X1",
statsmodels,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,299,decl.atomic_capability.o4,"- Normality tests (Jarque-Bera, Omnibus, Anderson-Darling, Lilliefors)
- Specification tests (RESET, Harvey-Collier)","G1,I3,O4,Q1,Q2,Q4,R7,R9","G1,O4,Q2,Q4,U2"
strategic-alignment,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.g1,"description: ""Cascades strategy from boardroom to individual contributor. Detects and fixes misalignment between company goals and team execution. Covers strategy articulation, cascade mapping, orphan goal detection, silo identification, communication gap analysis, and realignment protocols. Use when teams are pulling in different directions, OKRs don't connect, departments optimize locally at com","A3,A4,G1,G2,I3,Q1,Q3,Q4,R1,R7,R9","G1,G2,Q2,Q3,Q4,R1,R10,R5"
sympy,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,references/matrices-linear-algebra.md,100,decl.atomic_capability.o4,"# Delete row
M = M.row_del(0)","G1,I3,O3,O4,Q1,Q2,Q4,R1,R7,R8,X2","G1,Q4,R10,R5,X1,X6"
system-info,Dom-8,implementation,tier_1,Tier 1: 资源感知层,high,scripts/get_system_info.py,14,impl.atomic_capability.s7,"info = {
        ""os"": platform.system(),
        ""os_version"": platform.version(),",Q1,"R1,R10,S7"
systematic-literature-review,Dom-3,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,98,decl.atomic_capability.o3,"Instead, you MUST call the `task` tool to spawn subagents. The reason: extracting 10-50 papers in your own context consumes too many tokens and degrades synthesis quality in Phase 4. Each subagent runs in an isolated context with only its batch of papers, producing cleaner extractions.","A7,G1,I3,O3,Q1,Q2,Q4,R1,R7,X1,X7","G1,G5,K4,Q1,R10,W1,X2,X5"
team-frontend,,declaration,tier_3,Tier 3: 环境管控层,high,roles/developer/role.md,66,decl.atomic_capability.o3,"| <= 2 components | Direct inline Edit/Write |
| 3-5 components | Single batch implementation |
| > 5 components | Group by module, implement per batch |","A5,G1,G3,I3,O3,O4,Q1,Q2,Q4,R1,X1,X7,X8","A5,G1,G5,O4,Q1,Q2,Q4,X1,X8"
team-review,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,167,decl.atomic_capability.o4,"// Compare with tasks.json active_agents
// Reset orphaned tasks (in_progress but agent gone) to pending
```","A5,A7,G1,G2,O3,O4,Q1,Q2,R1,R7,X1,X8","A2,A5,A7,G1,G2,G3,G5,I4,O4,Q1,Q4,R1,X1,X8"
team-ui-polish,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,193,decl.atomic_capability.o4,"// Compare with tasks.json active tasks
// Reset orphaned tasks (in_progress but agent gone) to pending
```","A5,A7,G1,G2,I3,O4,Q1,Q2,Q4,R1,S3,U1,X1,X3,X7,X8","A5,A7,C2,G1,G2,O4,Q1,Q4,S3,U1,X1,X3,X8"
team-visual-a11y,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,290,decl.atomic_capability.o4,"// Compare with tasks.json active tasks
// Reset orphaned tasks (in_progress but agent gone) to pending
```","A5,A7,G1,I3,K1,K6,O4,Q1,Q2,Q3,Q4,R1,R9,U1,X1,X3,X8","A2,A4,A5,A7,G1,K1,O4,Q1,Q4,R1,R10,U1,X3,X8"
technical-seo-checker,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,179,decl.atomic_capability.o3,### Site-Wide / Bulk Audit (5+ URLs),"A5,G1,O3,Q1,Q4,R1,R7,R8,U1,X1,X5","A2,A4,A5,A7,C2,G1,G2,O4,Q4,R6,S4,S7,X1,X3,X5,X7,X8"
technical-writer,Dom-2,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,222,decl.atomic_capability.x1,"# or
chmod +x script.sh
```","G3,I3,Q1,R7,R8,U1,X1,X4,X8",
telegram-automation,Dom-10,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,94,decl.atomic_capability.o4,### 4. Edit and Delete Messages,"I4,O3,O4,Q1,Q2,R2,R7,X7",
telephony,Dom-10,declaration,tier_2,Tier 2: 交互通信层,high,SKILL.md,1,decl.atomic_capability.c2,"description: Give Hermes phone capabilities without core tool changes. Provision and persist a Twilio number, send and receive SMS/MMS, make direct calls, and place AI-driven outbound calls through Bland.ai or Vapi.","A3,A4,A5,C2,G1,I4,Q1,Q3,R7,W2,X4,X7","A4,C2,G1,G4,I4,Q4,R10,R5,R6,W1,X1,X6,X7"
test-organization-helper,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","G1,X1",
test-report-generator,Dom-1,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.g1,"description: |
  This skill generates comprehensive test reports with coverage metrics, trends, and stakeholder-friendly formats (HTML, PDF, JSON). It aggregates test results from various frameworks, calculates key metrics (coverage, pass rate, duration), and performs trend analysis. Use this skill when the user requests a test report, coverage analysis, failure analysis, or historical comparisons","G1,Q2",
test-retry-config,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","A7,G1,X1",
tripadvisor-content-api-automation,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
twilio-communications,Dom-1,declaration,tier_2,Tier 2: 交互通信层,high,SKILL.md,1,decl.atomic_capability.c2,"description: ""Build communication features with Twilio: SMS messaging, voice calls, WhatsApp Business API, and user verification (2FA). Covers the full spectrum from simple notifications to complex IVR systems and multi-channel authentication. Critical focus on compliance, rate limits, and error handling. Use when: twilio, send SMS, text message, voice call, phone verification.""","A4,A7,C2,I3,O3,O4,Q3,R1",
twoFactor,Dom-13,declaration,tier_2,Tier 2: 交互通信层,medium,SKILL.md,1,decl.atomic_capability.c2,"description: Configure TOTP authenticator apps, send OTP codes via email/SMS, manage backup codes, handle trusted devices, and implement 2FA sign-in flows using Better Auth's twoFactor plugin. Use when users need MFA, multi-factor authentication, authenticator setup, or login security with Better Auth.","C2,Q3,X7,X8",
unfreeze,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: - Bash
  - Read","R7,X1,X8",
unpause-subs,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,27,decl.atomic_capability.o4,"If the project config file only contains `{""settings"": {""enabled"": false}}` and nothing else, delete it entirely (clean state).",O4,
